,new_customer_idx,new_historical_existing_cnt
16077,47466_Enterprise_19,1
16078,47466_Enterprise_19,1
16079,47466_Enterprise_19,1
16080,47466_Enterprise_19,1
16081,47466_Enterprise_19,1
16082,47466_Enterprise_19,1
16083,47466_Enterprise_19,1
16084,47466_Enterprise_19,1
16085,47466_Enterprise_19,1
16086,47466_Enterprise_19,1
16087,47466_Enterprise_19,1
16088,47466_Enterprise_19,1
16089,47466_Enterprise_19,1
16090,47466_Enterprise_19,1
16091,47466_Enterprise_19,1
16092,47466_Enterprise_19,1
16093,47466_Enterprise_19,1
16094,47466_Enterprise_19,1
16095,47466_Enterprise_19,1
16096,47466_Enterprise_19,1
16097,47466_Enterprise_19,1
16098,47466_Enterprise_19,1
16099,47466_Enterprise_19,1
16100,47466_Enterprise_19,1
16101,47466_Enterprise_19,1
16102,47466_Enterprise_19,1
16103,47466_Enterprise_19,1
16104,47466_Enterprise_19,1
16105,47466_Enterprise_19,1
16106,47466_Enterprise_19,1
16107,47466_Enterprise_19,1
16108,47466_Enterprise_19,1
16109,47466_Enterprise_19,1
16110,47466_Enterprise_19,1
16111,47466_Enterprise_19,1
16112,47466_Enterprise_19,1
16113,47466_Enterprise_19,1
16114,47466_Enterprise_19,1
16115,47466_Enterprise_19,1
16116,47466_Enterprise_19,1
16117,47466_Enterprise_19,1
16118,47466_Enterprise_19,1
16119,47466_Enterprise_19,1
16120,47466_Enterprise_19,1
16121,47466_Enterprise_19,1
16122,47466_Enterprise_19,1
16123,47466_Enterprise_19,1
16124,47466_Enterprise_19,1
16125,47466_Enterprise_19,1
16126,47466_Enterprise_19,1
16127,47466_Enterprise_19,1
16128,47466_Enterprise_19,1
16129,47466_Enterprise_19,1
16130,47466_Enterprise_19,1
16131,47466_Enterprise_19,1
16132,47466_Enterprise_19,1
16133,47466_Enterprise_19,1
16134,47466_Enterprise_19,1
16135,47466_Enterprise_19,1
16136,47466_Enterprise_19,1
16137,47466_Enterprise_19,1
16138,47466_Enterprise_19,1
16139,47466_Enterprise_19,1
16140,47466_Enterprise_19,1
16141,47466_Enterprise_19,1
16142,47466_Enterprise_19,1
16143,47466_Enterprise_19,1
16144,47466_Enterprise_19,1
16145,47466_Enterprise_19,1
16146,47466_Enterprise_19,1
16147,47466_Enterprise_19,1
16148,47466_Enterprise_19,1
16149,47466_Enterprise_19,1
16150,47466_Enterprise_19,1
16151,47466_Enterprise_19,1
16152,47466_Enterprise_19,1
16153,47466_Enterprise_19,1
16154,47466_Enterprise_19,1
16155,47466_Enterprise_19,1
16156,47466_Enterprise_19,1
16157,47466_Enterprise_19,1
16158,47466_Enterprise_19,1
16159,47466_Enterprise_19,1
16160,47466_Enterprise_19,1
16161,47466_Enterprise_19,1
16162,47466_Enterprise_19,1
16163,47466_Enterprise_19,1
16164,47466_Enterprise_19,1
16165,47466_Enterprise_19,1
16166,47466_Enterprise_19,1
16167,47466_Enterprise_19,1
16168,47466_Enterprise_19,1
16169,47466_Enterprise_19,1
16170,47466_Enterprise_19,1
16171,47466_Enterprise_19,1
16172,47466_Enterprise_19,1
16173,47466_Enterprise_19,1
16174,47466_Enterprise_19,1
16175,47466_Enterprise_19,1
16176,47466_Enterprise_19,1
16177,47466_Enterprise_19,1
16178,47466_Enterprise_19,1
16179,47466_Enterprise_19,1
16180,47466_Enterprise_19,1
16181,47466_Enterprise_19,1
16182,47466_Enterprise_19,1
16183,47466_Enterprise_19,1
16184,47466_Enterprise_19,1
16185,47466_Enterprise_19,1
16186,47466_Enterprise_19,1
16187,47466_Enterprise_19,1
16188,47466_Enterprise_19,1
16189,47466_Enterprise_19,1
16190,47466_Enterprise_19,1
16191,47466_Enterprise_19,1
16192,47466_Enterprise_19,1
16193,47466_Enterprise_19,1
16194,47466_Enterprise_19,1
16195,47466_Enterprise_19,1
16196,47466_Enterprise_19,1
16197,47466_Enterprise_19,1
16198,47466_Enterprise_19,1
16199,47466_Enterprise_19,1
16200,47466_Enterprise_19,1
16201,47466_Enterprise_19,1
16202,47466_Enterprise_19,1
16203,47466_Enterprise_19,1
16204,47466_Enterprise_19,1
16205,47466_Enterprise_19,1
16206,47466_Enterprise_19,1
16207,47466_Enterprise_19,1
16208,47466_Enterprise_19,1
16209,47466_Enterprise_19,1
16210,47466_Enterprise_19,1
16211,47466_Enterprise_19,1
16212,47466_Enterprise_19,1
16213,47466_Enterprise_19,1
16214,47466_Enterprise_19,1
16215,47466_Enterprise_19,1
16216,47466_Enterprise_19,1
16217,47466_Enterprise_19,1
16218,47466_Enterprise_19,1
16219,47466_Enterprise_19,1
16220,47466_Enterprise_19,1
16221,47466_Enterprise_19,1
16222,47466_Enterprise_19,1
16223,47466_Enterprise_19,1
16224,47466_Enterprise_19,1
16225,47466_Enterprise_19,1
16226,47466_Enterprise_19,1
16227,47466_Enterprise_19,1
16228,47466_Enterprise_19,1
16229,47466_Enterprise_19,1
16230,47466_Enterprise_19,1
16231,47466_Enterprise_19,1
16232,47466_Enterprise_19,1
16233,47466_Enterprise_19,1
16234,47466_Enterprise_19,1
16235,47466_Enterprise_19,1
16236,47466_Enterprise_19,1
16237,47466_Enterprise_19,1
16238,47466_Enterprise_19,1
16239,47466_Enterprise_19,1
16240,47466_Enterprise_19,1
16241,47466_Enterprise_19,1
16242,47466_Enterprise_19,1
16243,47466_Enterprise_19,1
16244,47466_Enterprise_19,1
16245,47466_Enterprise_19,1
16246,47466_Enterprise_19,1
16247,47466_Enterprise_19,1
16248,47466_Enterprise_19,1
16249,47466_Enterprise_19,1
16250,47466_Enterprise_19,1
16251,47466_Enterprise_19,1
16252,47466_Enterprise_19,1
16253,47466_Enterprise_19,1
16254,47466_Enterprise_19,1
16255,47466_Enterprise_19,1
16256,47466_Enterprise_19,1
16257,47466_Enterprise_19,1
16258,47466_Enterprise_19,1
16259,47466_Enterprise_19,1
16260,47466_Enterprise_19,1
16261,47466_Enterprise_19,1
16262,47466_Enterprise_19,1
16263,47466_Enterprise_19,1
16264,47466_Enterprise_19,1
16265,47466_Enterprise_19,1
16266,47466_Enterprise_19,1
16267,47466_Enterprise_19,1
16268,47466_Enterprise_19,1
16269,47466_Enterprise_19,1
16270,47466_Enterprise_19,1
16271,47466_Enterprise_19,1
16272,47466_Enterprise_19,1
16273,47466_Enterprise_19,1
16274,47466_Enterprise_19,1
16275,47466_Enterprise_19,1
16276,47466_Enterprise_19,1
16277,47466_Enterprise_19,1
16278,47466_Enterprise_19,1
16279,47466_Enterprise_19,1
16280,47466_Enterprise_19,1
16281,47466_Enterprise_19,1
16282,47466_Enterprise_19,1
16283,47466_Enterprise_19,1
16284,47466_Enterprise_19,1
16285,47466_Enterprise_19,1
16286,47466_Enterprise_19,1
16287,47466_Enterprise_19,1
16288,47466_Enterprise_19,1
16289,47466_Enterprise_19,1
16290,47466_Enterprise_19,1
16291,47466_Enterprise_19,1
16292,47466_Enterprise_19,1
16293,47466_Enterprise_19,1
16294,47466_Enterprise_19,1
16295,47466_Enterprise_19,1
16296,47466_Enterprise_19,1
16297,47466_Enterprise_19,1
16298,47466_Enterprise_19,1
16299,47466_Enterprise_19,1
16300,47466_Enterprise_19,1
16301,47466_Enterprise_19,1
16302,47466_Enterprise_19,1
16303,47466_Enterprise_19,1
16304,47466_Enterprise_19,1
16305,47466_Enterprise_19,1
16306,47466_Enterprise_19,1
16307,47466_Enterprise_19,1
16308,47466_Enterprise_19,1
16309,47466_Enterprise_19,1
16310,47466_Enterprise_19,1
16311,47466_Enterprise_19,1
16312,47466_Enterprise_19,1
16313,47466_Enterprise_19,1
16314,47466_Enterprise_19,1
16315,47466_Enterprise_19,1
16316,47466_Enterprise_19,1
16317,47466_Enterprise_19,1
16318,47466_Enterprise_19,1
16319,47466_Enterprise_19,1
16320,47466_Enterprise_19,1
16321,47466_Enterprise_19,1
16322,47466_Enterprise_19,1
16323,47466_Enterprise_19,1
16324,47466_Enterprise_19,1
16325,47466_Enterprise_19,1
16326,47466_Enterprise_19,1
16327,47466_Enterprise_19,1
16328,47466_Enterprise_19,1
16329,47466_Enterprise_19,1
16330,47466_Enterprise_19,1
16331,47466_Enterprise_19,1
16332,47466_Enterprise_19,1
16333,47466_Enterprise_19,1
16334,47466_Enterprise_19,1
16335,47466_Enterprise_19,1
16336,47466_Enterprise_19,1
16337,47466_Enterprise_19,1
16338,47466_Enterprise_19,1
16339,47466_Enterprise_19,1
16340,47466_Enterprise_19,1
16341,47466_Enterprise_19,1
16342,47466_Enterprise_19,1
16343,47466_Enterprise_19,1
16344,47466_Enterprise_19,1
16345,47466_Enterprise_19,1
16346,47466_Enterprise_19,1
16347,47466_Enterprise_19,1
16348,47466_Enterprise_19,1
16349,47466_Enterprise_19,1
16350,47466_Enterprise_19,1
16351,47466_Enterprise_19,1
16352,47466_Enterprise_19,1
16353,47466_Enterprise_19,1
16354,47466_Enterprise_19,1
16355,47466_Enterprise_19,1
16356,47466_Enterprise_19,1
16357,47466_Enterprise_19,1
16358,47466_Enterprise_19,1
16359,47466_Enterprise_19,1
16360,47466_Enterprise_19,1
16361,47466_Enterprise_19,1
16362,47466_Enterprise_19,1
16363,47466_Enterprise_19,1
16364,47466_Enterprise_19,1
16365,47466_Enterprise_19,1
16366,47466_Enterprise_19,1
16367,47466_Enterprise_19,1
16368,47466_Enterprise_19,1
16369,47466_Enterprise_19,1
16370,47466_Enterprise_19,1
16371,47466_Enterprise_19,1
16372,47466_Enterprise_19,1
16373,47466_Enterprise_19,1
16374,47466_Enterprise_19,1
16375,47466_Enterprise_19,1
16376,47466_Enterprise_19,1
16377,47466_Enterprise_19,1
16378,47466_Enterprise_19,1
16379,47466_Enterprise_19,1
16380,47466_Enterprise_19,1
16381,47466_Enterprise_19,1
16382,47466_Enterprise_19,1
16383,18811_Enterprise_31,1
16384,47466_Enterprise_19,1
16385,47466_Enterprise_19,1
16386,47466_Enterprise_19,1
16387,47466_Enterprise_19,1
16388,47466_Enterprise_19,1
16389,47466_Enterprise_19,1
16390,47466_Enterprise_19,1
16391,47466_Enterprise_19,1
16392,47466_Enterprise_19,1
16393,47466_Enterprise_19,1
16394,47466_Enterprise_19,1
16395,47466_Enterprise_19,1
16396,47466_Enterprise_19,1
16397,47466_Enterprise_19,1
16398,47466_Enterprise_19,1
16399,47466_Enterprise_19,1
16400,47466_Enterprise_19,1
16401,47466_Enterprise_19,1
16402,47466_Enterprise_19,1
16403,47466_Enterprise_19,1
16404,47466_Enterprise_19,1
16405,47466_Enterprise_19,1
16406,47466_Enterprise_19,1
16407,47466_Enterprise_19,1
16408,47466_Enterprise_19,1
16409,47466_Enterprise_19,1
16410,47466_Enterprise_19,1
16411,47466_Enterprise_19,1
16412,47466_Enterprise_19,1
16413,47466_Enterprise_19,1
16414,47466_Enterprise_19,1
16415,47466_Enterprise_19,1
16416,47466_Enterprise_19,1
16417,47466_Enterprise_19,1
16418,47466_Enterprise_19,1
16419,47466_Enterprise_19,1
16420,47466_Enterprise_19,1
16421,47466_Enterprise_19,1
16422,47466_Enterprise_19,1
16423,47466_Enterprise_19,1
16424,47466_Enterprise_19,1
16425,47466_Enterprise_19,1
16426,47466_Enterprise_19,1
16427,47466_Enterprise_19,1
16428,47466_Enterprise_19,1
16429,47466_Enterprise_19,1
16430,47466_Enterprise_19,1
16431,47466_Enterprise_19,1
16432,47466_Enterprise_19,1
16433,47466_Enterprise_19,1
16434,47466_Enterprise_19,1
16435,47466_Enterprise_19,1
16436,47466_Enterprise_19,1
16437,47466_Enterprise_19,1
16438,47466_Enterprise_19,1
16439,47466_Enterprise_19,1
16440,47466_Enterprise_19,1
16441,47466_Enterprise_19,1
16442,47466_Enterprise_19,1
16443,47466_Enterprise_19,1
16444,47466_Enterprise_19,1
16445,47466_Enterprise_19,1
16446,47466_Enterprise_19,1
16447,47466_Enterprise_19,1
16448,47466_Enterprise_19,1
16449,47466_Enterprise_19,1
16450,47466_Enterprise_19,1
16451,47466_Enterprise_19,1
16452,47466_Enterprise_19,1
16453,47466_Enterprise_19,1
16454,47466_Enterprise_19,1
16455,47466_Enterprise_19,1
16456,47466_Enterprise_19,1
16457,47466_Enterprise_19,1
16458,44714_Enterprise_-1,0
16459,47466_Enterprise_19,1
16460,47466_Enterprise_19,1
16461,47466_Enterprise_19,1
16462,47466_Enterprise_19,1
16463,47466_Enterprise_19,1
16464,47466_Enterprise_19,1
16465,47466_Enterprise_19,1
16466,47466_Enterprise_19,1
16467,47466_Enterprise_19,1
16468,47466_Enterprise_19,1
16469,47466_Enterprise_19,1
16470,47466_Enterprise_19,1
16471,47466_Enterprise_19,1
16472,47466_Enterprise_19,1
16473,47466_Enterprise_19,1
16474,47466_Enterprise_19,1
16475,47466_Enterprise_19,1
16476,47466_Enterprise_19,1
16477,47466_Enterprise_19,1
16478,47466_Enterprise_19,1
16479,47466_Enterprise_19,1
16480,47466_Enterprise_19,1
16481,47466_Enterprise_19,1
16482,47466_Enterprise_19,1
16483,47466_Enterprise_19,1
16484,47466_Enterprise_19,1
16485,47466_Enterprise_19,1
16486,47466_Enterprise_19,1
16487,47466_Enterprise_19,1
16488,47466_Enterprise_19,1
16489,47466_Enterprise_19,1
16490,47466_Enterprise_19,1
16491,47466_Enterprise_19,1
16492,47466_Enterprise_19,1
16493,47466_Enterprise_19,1
16494,47466_Enterprise_19,1
16495,47466_Enterprise_19,1
16496,47466_Enterprise_19,1
16497,47466_Enterprise_19,1
16498,47466_Enterprise_19,1
16499,47466_Enterprise_19,1
16500,47466_Enterprise_19,1
16501,47466_Enterprise_19,1
16502,47466_Enterprise_19,1
16503,47466_Enterprise_19,1
16504,47466_Enterprise_19,1
16505,47466_Enterprise_19,1
16506,47466_Enterprise_19,1
16507,47466_Enterprise_19,1
16508,47466_Enterprise_19,1
16509,47466_Enterprise_19,1
16510,47466_Enterprise_19,1
16511,47466_Enterprise_19,1
16512,47466_Enterprise_19,1
16513,47466_Enterprise_19,1
16514,47466_Enterprise_19,1
16515,47466_Enterprise_19,1
16516,47466_Enterprise_19,1
16517,47466_Enterprise_19,1
16518,47466_Enterprise_19,1
16519,47466_Enterprise_19,1
16520,47466_Enterprise_19,1
16521,47466_Enterprise_19,1
16522,47466_Enterprise_19,1
16523,47466_Enterprise_19,1
16524,47466_Enterprise_19,1
16525,47466_Enterprise_19,1
16526,47466_Enterprise_19,1
16527,47466_Enterprise_19,1
16528,47466_Enterprise_19,1
16529,47466_Enterprise_19,1
16530,47466_Enterprise_19,1
16531,47466_Enterprise_19,1
16532,47466_Enterprise_19,1
16533,47466_Enterprise_19,1
16534,47466_Enterprise_19,1
16535,47466_Enterprise_19,1
16536,47466_Enterprise_19,1
16537,47466_Enterprise_19,1
16538,47466_Enterprise_19,1
16539,47466_Enterprise_19,1
16540,47466_Enterprise_19,1
16541,47466_Enterprise_19,1
16542,47466_Enterprise_19,1
16543,47466_Enterprise_19,1
16544,47466_Enterprise_19,1
16545,47466_Enterprise_19,1
16546,47466_Enterprise_19,1
16547,47466_Enterprise_19,1
16548,47466_Enterprise_19,1
16549,47466_Enterprise_19,1
16550,47466_Enterprise_19,1
16551,47466_Enterprise_19,1
16552,47466_Enterprise_19,1
16553,47466_Enterprise_19,1
16554,45118_Enterprise_-1,0
16555,47466_Enterprise_19,1
16556,47466_Enterprise_19,1
16557,47466_Enterprise_19,1
16558,47466_Enterprise_19,1
16559,47466_Enterprise_19,1
16560,47466_Enterprise_19,1
16561,47466_Enterprise_19,1
16562,47466_Enterprise_19,1
16563,47466_Enterprise_19,1
16564,47466_Enterprise_19,1
16565,47466_Enterprise_19,1
16566,47466_Enterprise_19,1
16567,47466_Enterprise_19,1
16568,47466_Enterprise_19,1
16569,47466_Enterprise_19,1
16570,47466_Enterprise_19,1
16571,47466_Enterprise_19,1
16572,17397_Enterprise_-1,0
16573,47466_Enterprise_19,1
16574,47466_Enterprise_19,1
16575,47466_Enterprise_19,1
16576,47466_Enterprise_19,1
16577,33071_Enterprise_38,1
16578,47466_Enterprise_19,1
16579,47466_Enterprise_19,1
16580,47466_Enterprise_19,1
16581,17397_Enterprise_-1,0
16582,47466_Enterprise_19,1
16583,30464_Enterprise_-1,0
16584,47466_Enterprise_19,1
16585,47466_Enterprise_19,1
16586,630_Enterprise_19,1
16587,17397_Enterprise_-1,0
16588,30467_Enterprise_-1,0
16589,47466_Enterprise_19,1
16590,34518_Enterprise_11,1
16591,34518_Enterprise_11,1
16592,47466_Enterprise_19,1
16593,47466_Enterprise_19,1
16594,47466_Enterprise_19,1
16595,47466_Enterprise_19,1
16596,47466_Enterprise_19,1
16597,47466_Enterprise_19,1
16598,47466_Enterprise_19,1
16599,47466_Enterprise_19,1
16600,47466_Enterprise_19,1
16601,47466_Enterprise_19,1
16602,47466_Enterprise_19,1
16603,47466_Enterprise_19,1
16604,47466_Enterprise_19,1
16605,10415_Enterprise_36,1
16606,47466_Enterprise_19,1
16607,47466_Enterprise_19,1
16608,47466_Enterprise_19,1
16609,47466_Enterprise_19,1
16610,47466_Enterprise_19,1
16611,47466_Enterprise_19,1
16612,47466_Enterprise_19,1
16613,47466_Enterprise_19,1
16614,47466_Enterprise_19,1
16615,47466_Enterprise_19,1
16616,47466_Enterprise_19,1
16617,47466_Enterprise_19,1
16618,47466_Enterprise_19,1
16619,47466_Enterprise_19,1
16620,47466_Enterprise_19,1
16621,47466_Enterprise_19,1
16622,47466_Enterprise_19,1
16623,47466_Enterprise_19,1
16624,47466_Enterprise_19,1
16625,47466_Enterprise_19,1
16626,47466_Enterprise_19,1
16627,47466_Enterprise_19,1
16628,47466_Enterprise_19,1
16629,47466_Enterprise_19,1
16630,47466_Enterprise_19,1
16631,47466_Enterprise_19,1
16632,47466_Enterprise_19,1
16633,47466_Enterprise_19,1
16634,47466_Enterprise_19,1
16635,47466_Enterprise_19,1
16636,47466_Enterprise_19,1
16637,47466_Enterprise_19,1
16638,47466_Enterprise_19,1
16639,47466_Enterprise_19,1
16640,47466_Enterprise_19,1
16641,47466_Enterprise_19,1
16642,47466_Enterprise_19,1
16643,47466_Enterprise_19,1
16644,47466_Enterprise_19,1
16645,47466_Enterprise_19,1
16646,47466_Enterprise_19,1
16647,47466_Enterprise_19,1
16648,47466_Enterprise_19,1
16649,47466_Enterprise_19,1
16650,47466_Enterprise_19,1
16651,47466_Enterprise_19,1
16652,47466_Enterprise_19,1
16653,47466_Enterprise_19,1
16654,47466_Enterprise_19,1
16655,47466_Enterprise_19,1
16656,47466_Enterprise_19,1
16657,47466_Enterprise_19,1
16658,47466_Enterprise_19,1
16659,47466_Enterprise_19,1
16660,47466_Enterprise_19,1
16661,47466_Enterprise_19,1
16662,47466_Enterprise_19,1
16663,47466_Enterprise_19,1
16664,47466_Enterprise_19,1
16665,47466_Enterprise_19,1
16666,47466_Enterprise_19,1
16667,47466_Enterprise_19,1
16668,47466_Enterprise_19,1
16669,47466_Enterprise_19,1
16670,47466_Enterprise_19,1
16671,47466_Enterprise_19,1
16672,47466_Enterprise_19,1
16673,47466_Enterprise_19,1
16674,47466_Enterprise_19,1
16675,47466_Enterprise_19,1
16676,47466_Enterprise_19,1
16677,47466_Enterprise_19,1
16678,47466_Enterprise_19,1
16679,47466_Enterprise_19,1
16680,47466_Enterprise_19,1
16681,47466_Enterprise_19,1
16682,47466_Enterprise_19,1
16683,47466_Enterprise_19,1
16684,47466_Enterprise_19,1
16685,47466_Enterprise_19,1
16686,47466_Enterprise_19,1
16687,47466_Enterprise_19,1
16688,47466_Enterprise_19,1
16689,47466_Enterprise_19,1
16690,47466_Enterprise_19,1
16691,47466_Enterprise_19,1
16692,47466_Enterprise_19,1
16693,47466_Enterprise_19,1
16694,47466_Enterprise_19,1
16695,47466_Enterprise_19,1
16696,47466_Enterprise_19,1
16697,47466_Enterprise_19,1
16698,47466_Enterprise_19,1
16699,47466_Enterprise_19,1
16700,47466_Enterprise_19,1
16701,47466_Enterprise_19,1
16702,47466_Enterprise_19,1
16703,47466_Enterprise_19,1
16704,47466_Enterprise_19,1
16705,47466_Enterprise_19,1
16706,47466_Enterprise_19,1
16707,47466_Enterprise_19,1
16708,47466_Enterprise_19,1
16709,47466_Enterprise_19,1
16710,47466_Enterprise_19,1
16711,47466_Enterprise_19,1
16712,47466_Enterprise_19,1
16713,47466_Enterprise_19,1
16714,47466_Enterprise_19,1
16715,47466_Enterprise_19,1
16716,47466_Enterprise_19,1
16717,47466_Enterprise_19,1
16718,47466_Enterprise_19,1
16719,47466_Enterprise_19,1
16720,47466_Enterprise_19,1
16721,47466_Enterprise_19,1
16722,47466_Enterprise_19,1
16723,47466_Enterprise_19,1
16724,47466_Enterprise_19,1
16725,47466_Enterprise_19,1
16726,47466_Enterprise_19,1
16727,47466_Enterprise_19,1
16728,47466_Enterprise_19,1
16729,47466_Enterprise_19,1
16730,47466_Enterprise_19,1
16731,47466_Enterprise_19,1
16732,47466_Enterprise_19,1
16733,47466_Enterprise_19,1
16734,47466_Enterprise_19,1
16735,47466_Enterprise_19,1
16736,47466_Enterprise_19,1
16737,47466_Enterprise_19,1
16738,47466_Enterprise_19,1
16739,47466_Enterprise_19,1
16740,29370_Enterprise_19,1
16741,25738_SMB_-1,0
16742,47466_Enterprise_19,1
16743,47466_Enterprise_19,1
16744,6555_Enterprise_-1,0
16745,6555_Enterprise_-1,0
16746,47466_Enterprise_19,1
16747,47466_Enterprise_19,1
16748,47466_Enterprise_19,1
16749,47466_Enterprise_19,1
16750,47466_Enterprise_19,1
16751,47466_Enterprise_19,1
16752,47466_Enterprise_19,1
16753,47466_Enterprise_19,1
16754,47466_Enterprise_19,1
16755,47466_Enterprise_19,1
16756,47466_Enterprise_19,1
16757,47466_Enterprise_19,1
16758,47466_Enterprise_19,1
16759,47466_Enterprise_19,1
16760,47466_Enterprise_19,1
16761,47466_Enterprise_19,1
16762,47466_Enterprise_19,1
16763,47466_Enterprise_19,1
16764,47466_Enterprise_19,1
16765,47466_Enterprise_19,1
16766,47466_Enterprise_19,1
16767,47466_Enterprise_19,1
16768,47466_Enterprise_19,1
16769,47466_Enterprise_19,1
16770,47466_Enterprise_19,1
16771,47466_Enterprise_19,1
16772,47466_Enterprise_19,1
16773,47466_Enterprise_19,1
16774,47466_Enterprise_19,1
16775,47466_Enterprise_19,1
16776,47466_Enterprise_19,1
16777,47466_Enterprise_19,1
16778,47466_Enterprise_19,1
16779,47466_Enterprise_19,1
16780,47466_Enterprise_19,1
16781,47466_Enterprise_19,1
16782,47466_Enterprise_19,1
16783,47466_Enterprise_19,1
16784,47466_Enterprise_19,1
16785,47466_Enterprise_19,1
16786,47466_Enterprise_19,1
16787,47466_Enterprise_19,1
16788,47466_Enterprise_19,1
16789,47466_Enterprise_19,1
16790,47466_Enterprise_19,1
16791,47466_Enterprise_19,1
16792,47466_Enterprise_19,1
16793,47466_Enterprise_19,1
16794,47466_Enterprise_19,1
16795,47466_Enterprise_19,1
16796,47466_Enterprise_19,1
16797,47466_Enterprise_19,1
16798,47466_Enterprise_19,1
16799,47466_Enterprise_19,1
16800,47466_Enterprise_19,1
16801,47466_Enterprise_19,1
16802,47466_Enterprise_19,1
16803,47466_Enterprise_19,1
16804,47466_Enterprise_19,1
16805,47466_Enterprise_19,1
16806,47466_Enterprise_19,1
16807,47466_Enterprise_19,1
16808,47466_Enterprise_19,1
16809,47466_Enterprise_19,1
16810,47466_Enterprise_19,1
16811,47466_Enterprise_19,1
16812,47466_Enterprise_19,1
16813,47466_Enterprise_19,1
16814,47466_Enterprise_19,1
16815,47466_Enterprise_19,1
16816,47466_Enterprise_19,1
16817,47466_Enterprise_19,1
16818,47466_Enterprise_19,1
16819,47466_Enterprise_19,1
16820,47466_Enterprise_19,1
16821,47466_Enterprise_19,1
16822,47466_Enterprise_19,1
16823,47466_Enterprise_19,1
16824,47466_Enterprise_19,1
16825,47466_Enterprise_19,1
16826,47466_Enterprise_19,1
16827,47466_Enterprise_19,1
16828,47466_Enterprise_19,1
16829,47466_Enterprise_19,1
16830,47466_Enterprise_19,1
16831,47466_Enterprise_19,1
16832,47466_Enterprise_19,1
16833,47466_Enterprise_19,1
16834,47466_Enterprise_19,1
16835,47466_Enterprise_19,1
16836,47466_Enterprise_19,1
16837,47466_Enterprise_19,1
16838,47466_Enterprise_19,1
16839,47466_Enterprise_19,1
16840,47466_Enterprise_19,1
16841,47466_Enterprise_19,1
16842,47466_Enterprise_19,1
16843,47466_Enterprise_19,1
16844,47466_Enterprise_19,1
16845,47466_Enterprise_19,1
16846,8002_Enterprise_0,1
16847,47466_Enterprise_19,1
16848,47466_Enterprise_19,1
16849,47466_Enterprise_19,1
16850,47466_Enterprise_19,1
16851,47466_Enterprise_19,1
16852,47466_Enterprise_19,1
16853,47466_Enterprise_19,1
16854,47466_Enterprise_19,1
16855,47466_Enterprise_19,1
16856,47466_Enterprise_19,1
16857,47466_Enterprise_19,1
16858,47466_Enterprise_19,1
16859,47466_Enterprise_19,1
16860,47466_Enterprise_19,1
16861,47466_Enterprise_19,1
16862,47466_Enterprise_19,1
16863,47466_Enterprise_19,1
16864,47466_Enterprise_19,1
16865,47466_Enterprise_19,1
16866,47466_Enterprise_19,1
16867,47466_Enterprise_19,1
16868,47466_Enterprise_19,1
16869,47466_Enterprise_19,1
16870,47466_Enterprise_19,1
16871,47466_Enterprise_19,1
16872,47466_Enterprise_19,1
16873,47466_Enterprise_19,1
16874,47466_Enterprise_19,1
16875,47466_Enterprise_19,1
16876,47466_Enterprise_19,1
16877,47466_Enterprise_19,1
16878,47466_Enterprise_19,1
16879,47466_Enterprise_19,1
16880,47466_Enterprise_19,1
16881,47466_Enterprise_19,1
16882,47466_Enterprise_19,1
16883,47466_Enterprise_19,1
16884,47466_Enterprise_19,1
16885,47466_Enterprise_19,1
16886,47466_Enterprise_19,1
16887,47466_Enterprise_19,1
16888,47466_Enterprise_19,1
16889,47466_Enterprise_19,1
16890,47466_Enterprise_19,1
16891,47466_Enterprise_19,1
16892,47466_Enterprise_19,1
16893,47466_Enterprise_19,1
16894,47466_Enterprise_19,1
16895,47466_Enterprise_19,1
16896,6555_Enterprise_-1,0
16897,6555_Enterprise_-1,0
16898,6555_Enterprise_-1,0
16899,6555_Enterprise_-1,0
16900,6077_Enterprise_6,1
16901,8537_Enterprise_-1,0
16902,46820_Enterprise_12,1
16903,3387_Enterprise_85,1
16904,36555_Enterprise_4,1
16905,24521_Enterprise_27,1
16906,24643_Enterprise_0,1
16907,28843_Enterprise_-1,0
16908,2853_Enterprise_5,1
16909,2853_Enterprise_5,1
16910,24353_Enterprise_1,1
16911,25848_Enterprise_-1,0
16912,3973_Enterprise_1,1
16913,9765_Enterprise_1,1
16914,34427_SMB_77,1
16915,17398_Enterprise_45,1
16916,3386_SMB_41,1
16917,40089_Enterprise_26,1
16918,32907_SMB_1,1
16919,32905_SMB_1,1
16920,46400_Enterprise_-1,0
16921,43283_SMB_-1,0
16922,33092_Enterprise_-1,0
16923,33094_Enterprise_-1,0
16924,30679_SMB_-1,0
16925,24100_SMB_3,1
16926,44820_SMB_3,1
16927,44820_SMB_3,1
16928,41061_SMB_-1,0
16929,11880_Enterprise_-1,0
16930,4762_SMB_-1,0
16931,6076_Enterprise_3,1
16932,6074_Enterprise_3,1
16933,6077_Enterprise_6,1
16934,47466_Enterprise_19,1
16935,27853_Enterprise_-1,0
16936,47466_Enterprise_19,1
16937,47466_Enterprise_19,1
16938,10704_Enterprise_3,1
16939,12708_Enterprise_1,1
16940,12708_Enterprise_1,1
16941,10680_Enterprise_-1,0
16942,8214_Enterprise_-1,0
16943,20727_Enterprise_-1,0
16944,6060_SMB_-1,0
16945,37119_Enterprise_-1,0
16946,37116_Enterprise_1,1
16947,40196_SMB_-1,0
16948,22555_SMB_0,1
16949,29666_SMB_-1,0
